10.0,511,469,8.890136175865818,-0.21982493626693686
4.0,1159,626,2.8104989442335575,-0.7025968246447057
389.94749015692355,650,362,0.22112315908656194,0.40632643143476416
9.0,239,673,5.458342973462822,-0.2373524906609528
5.0,1276,635,2.799471924201669,-0.9595557461165534
3.0,1204,569,2.6623374686768106,0.9802227260536499
4.0,744,491,10.124121681923354,-0.7418380565288748
2.0,1381,76,2.429965750553724,0.8373688347361863
6.0,265,659,1.2667142568282117,-0.2422509196009509
1.0,1053,710,3.3850924407132372,-0.6715775253457664
1.0,1146,232,3.1262611982005013,0.8705803710593973
2.0,1289,654,4.909621630314846,-0.6924708140273028
5.0,723,570,8.227585099399512,-0.5439250284662989
3.0,1360,411,2.444130866972043,0.9713340508733593
4.0,225,566,4.112484098758791,0.0035044661387445652
1.0,701,549,6.743487701211441,-0.6399860585228415
3.0,708,420,13.57224975526682,-0.7090231468881517
8.0,620,347,21.629551481336065,0.2031620408993594
3.0,1292,131,2.0348527919914154,0.8474671151381027
4.0,1026,484,3.9715448957993296,-0.8529523455552108
3.0,1046,430,4.575196268130753,0.9652676339404039
4.0,884,363,7.04168950370822,0.9479076289221211
